Klinik name,klinik website,Stellenlink,Kontak
Muldentalkliniken,kh-muldental.de,https://www.muldentalkliniken.de/stellenausschreibungen/,"Herr Dr. med. Nestler
Chefarzt Innere Medizin in Grimma
Peggy Knape
Chefarztsekretärin 
peggy.knape@kh-muldental.de
ingo.herrmann@kh-muldental.de Personal Herr Chefarzt M. Hasaballah
Chefarzt der Anästhesie/Intensivtherapie 
Peggy Knape
Chefarztsekretärin 
peggy.knape@kh-muldental.de      "
Diakonie Kliniken Zschadraß,https://www.diakoniezschadrass.de/karriereportal/stellenangebote/,https://www.diakoniezschadrass.de/karriereportal/stellenangebote/,"Chefarzt Dr. med. Oliver Somburg
o.somburg@diakoniezschadrass.de
Personalentwicklung Christian Herrmann
karriere@diakonie.foundation       "
Neurologisches Rehabilitationszentrum Leipzig,https://michelskliniken.de/kliniken/neurologisches-rehabilitationszentrum-leipzig/ihre-klinik/,https://karriere-michelskliniken.de/stellenangebote/,"kretzschmar@brandenburgklinik.de
Dr. Med Elke Kretschmar Chefärztin Neurologie Personal
Herr Patrick Lück
karriere@michelsgruppe.de      "
Kliniken Eilenburg (und Delitzsch),https://www.kliniken-delitzsch-eilenburg.de/karriere/stellenangebote,https://www.kliniken-delitzsch-eilenburg.de/karriere/stellenangebote?page=1,"Herrn ChA Dr. med. L. Badura
Sekreteriat
k.schenke@kkh-delitzsch-gmbh.de
bewerbung@kkh-delitzsch-gmbh.de       "
Kliniken Delitzsch ( und Eilenburg),https://www.kliniken-delitzsch-eilenburg.de/karriere/stellenangebote,https://www.kliniken-delitzsch-eilenburg.de/karriere/stellenangebote?page=1,"Herrn ChA Prof. Dr. med. habil. L. Schaffranietz
l.schaffranietz@kkh-delitzsch-gmbh.de
bewerbung@kkh-delitzsch-gmbh.de       "
Sächsisches Krankenhaus Altscherbitz,https://www.skh-altscherbitz.sachsen.de/startseite/,https://www.skh-altscherbitz.sachsen.de/beruf-karriere/stellenangebote/aerztlicher-dienst-und-psychologen/,bewerbung@skhal.sms.sachsen.de Frau Lichy Personal       
COLLM KLINIK OSCHATZ,https://www.collm-klinik-oschatz.de/karriere,https://www.collm-klinik-oschatz.de/karriere#karriere_stellenangebote,"Chefarzt INNERE Dr. med. Hans-Joachim Kolb
kolbhj@collm-klinik-oschatz.de, Chefarzt Herr Dr. Oliver Hensel
sekretariat.anaesthesie@collm-klinik-oschatz.de 
Clemens Leisegang
cleisegang@collm-klinik-oschatz.de Herr PD Dr. med. habil. Jörg Böhme
Chefarzt der Klinik für Orthopädie, Unfallchirurgie
j.boehme@sanktgeorg.de
 jobs@sanktgeorg.de     "
Fachkrankenhaus Hubertusburg,https://www.sanktgeorg.de/index.php?id=326,https://www.duwirpasst.de/fachbereiche/aerzte/,"Leitende Oberärztin
Frau Jasmin Süß
Sekretariat Ute Thiele
ute.thiele@kh-hubertusburg.de
KJPPP@kh-hubertusburg.de Chefarzt der Klinik für Psychiatrie und Psychotherapie
Herr Dr. med. Grampp
Peter.Grampp@kh-hubertusburg.de      "
"Kreiskrankenhaus Torgau ""Johann Kentmann""",Unsere aktuellen Stellenangebote (kkh-torgau.de),https://www.kkh-torgau.de/beruf-karriere/stellenangebote/,"Ingo Poser Personalleitung
poser@kkh-torgau.de  CLAUDIA GUTSCHE
Fachärztin für Anästhesiologie
intensivstation@kkh-torgau.de
poser@kkh-torgau.de       "
Johannesbad Medizin Reha Nord Dresden,https://johannesbad-ambulante-reha.com/standorte/johannesbad-reha-nord,johannesbad-karriere.com/stellenangebote.aspx,       
MEDICLIN Reha-Zentrum Bad Düben,https://www.reha-zentrum-bad-dueben.de/,https://www.mediclin-karriere.de/bad-dueben/,       
Sachsenklinik Bad Lausick,https://michelskliniken.de/kliniken/sachsenklinik-bad-lausick/ihre-klinik/,https://karriere-michelskliniken.de/,"Nora Engelmann
Ärztliche Direktorin
Chefärztin RehabilitationPersonal
engelmann@sachsenklinik.de
Herr Patrick Lück
karriere@michelsgruppe.de""       "
Johannesbad Fachklinik & Gesundheitszentrum Raupennest,https://www.johannesbad-medizin.com/altenbergraupennest,https://www.johannesbad-karriere.com/home.aspx,       
Klinik am Tharandter Wald in Halsbrücke,https://www.reha-hetzdorf.de/,https://www.reha-hetzdorf.de/jobs/,       
Rehabilitationsklinik Miriquidi,https://wiesenbad.de/thermalbad-und-rehaklinik/rehaklinik-miriquidi/,https://wiesenbad.de/thermalbad-und-rehaklinik/ueber-uns/karriere/,       
Klinmik für integrative Medizin,https://www.celenus-kliniken.de/dekimed/,https://www.celenus-karriere.de/jobs/klinik/10/celenus-deutsche-klinik-fuer-integrative-medizin-dekimed/,       
HELIOS Klinik Schkeuditz Postleitzahl 04435,vorrübergehend geschlossen,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
,,,       
